333743,7394463      20
333104,7394476      8
327503,7392159      2
329431,7395939      4
329861,7397268      6
333814,7394428      18
333453,7394501      4
333539,7394387      4
332344,7393317      2
332182,7395357      2
331517,7395687      2
333494,7395038      2
333689,7394655      2
333745,7394553      16
333818,7394428      4
333029,7389527      2
334245,7391300      2
333153,7390012      2
330298,7393583      2
332822,7393084      2
333818,7394521      2
339187,7396000      2
333034,7394541      2
330896,7391098      4
310642,7400075      2
332048,7393320      8
331745,7394160      2
329559,7391602      3
338445,7401505      3
335548,7403784      2
335719,7401630      2
333177,7389910      2
332723,7394929      4
333721,7394487      6
333463,7394385      2
332946,7393450      8
333941,7396413      8
312465,7398154      2
329863,7397314      8
322642,7397450      2
333847,7394431      2
331950,7392524      2
333713,7394483      8
333740,7394531      4
331792,7388530      2
332354,7394890      2
333458,7394389      21
332864,7394331      4
320121,7401544      2
326458,7397849      6
326569,7397888      1
333087,7393278      22
333250,7394655      2
332861,7394724      40
333372,7392865      6
337616,7394052      2
333371,7402094      8
334126,7399914      12
333315,7401429      2
331175,7393190      4
331016,7393282      4
333510,7394390      28
335320,7397090      2
334071,7393206      2
333067,7394620      14
334705,7397515      14
334606,7397607      40
333360,7396622      2
332275,7392364      4
329721,7387859      2
323652,7393533      2
325629,7392123      8
331117,7395551      4
330029,7389884      2
336079,7394438      2
331902,7394385      2
334098,7394736      2
332984,7393818      2
355967,7400965      2
339151,7395787      6
330581,7392990      4
330363,7393501      2
333824,7394475      2
332447,7395926      2
333835,7394457      2
332580,7391639      2
331479,7394662      2
332833,7394394      5
333169,7394456      2
333741,7394449      6
333623,7393047      2
333865,7393357      2
333851,7394460      2
333547,7394387      2
333615,7394466      8
333606,7394469      4
333638,7394860      6
334583,7393057      2
327771,7391624      6
333012,7394687      4
333565,7395631      10
331709,7395445      14
333197,7395558      2
332615,7394218      4
329178,7394007      2
333179,7394418      2
333493,7394368      4
331735,7392686      4
332726,7395041      4
330805,7395409      2
334256,7393524      6
348328,7399036      1
346719,7396914      1
333446,7394389      4
333199,7394435      4
331129,7395246      2
334880,7398520      8
334100,7398403      4
330402,7396440      2
333662,7394681      2
334497,7394297      2
333866,7394285      2
329420,7387108      2
333381,7396181      47
332214,7392283      2
330524,7398876      2
333271,7395294      3
330445,7398723      2
341315,7398889      2
331030,7392035      2
333438,7395942      6
333233,7396847      24
333448,7395427      6
333790,7394572      6
333474,7394533      2
334094,7394731      20
332845,7396976      12
334101,7400016      2
333964,7398689      4
329947,7393798      12
333445,7395428      4
333312,7394624      7
333508,7395571      4
333482,7395024      4
333704,7396230      6
333139,7395935      6
333191,7395199      2
333954,7395599      2
326770,7387716      4
326206,7392748      25
332798,7383975      5
329558,7390824      2
329444,7388683      2
327161,7392653      6
333604,7395571      2
333425,7395809      2
333585,7395792      10
333130,7395839      6
332699,7394839      2
334910,7396943      2
333788,7395873      18
334001,7396530      2
333549,7395622      2
334641,7395197      68
334527,7394280      16
333918,7396300      4
333770,7395772      7
348664,7408780      3
342967,7407773      3
333323,7395246      2
329442,7392998      4
329805,7392704      2
333400,7395459      8
318186,7396385      2
332275,7396627      8
333339,7396185      2
333337,7396180      6
333385,7396784      6
333299,7396118      26
333340,7396181      4
326199,7392939      2
357731,7391477      2
333554,7395245      4
327943,7389499      4
327931,7389511      2
325310,7385366      6
333125,7394595      1
325106,7385518      2
332828,7394396      1
333688,7396099      11
333428,7395718      4
333544,7395232      12
326902,7385677      4
331699,7394087      1
334832,7395443      2
331684,7393998      1
340320,7396580      2
340140,7396530      3
333388,7395272      2
333695,7395751      2
333558,7396033      2
333214,7394487      2
333581,7394781      6
324151,7393290      2
322972,7393486      1
333401,7395520      1
334598,7395801      2
334500,7396624      4
332679,7395257      4
333402,7396175      4
334084,7395256      2
333790,7395965      2
333633,7396312      4
332741,7395076      6
335084,7396038      2
333638,7394792      20
333510,7393212      8
333759,7394160      18
333191,7394439      2
333474,7395784      4
333019,7395952      4
334164,7398366      6
333508,7395722      1
333549,7395243      2
333408,7395309      2
332138,7392852      2
333498,7395874      2
332975,7395611      2
333247,7395663      6
327150,7393069      2
333188,7395823      2
333200,7393152      2
333755,7394305      2
332376,7395259      2
333711,7394184      4
334993,7395226      7
333790,7394319      2
335626,7390925      4
333433,7394070      2
333518,7394217      2
333706,7394285      8
332006,7392434      6
332346,7393957      2
333707,7394286      4
333848,7394427      2
333566,7395639      2
333816,7394169      16
333645,7392987      2
333852,7394504      2
333614,7394212      12
334240,7393802      6
333611,7394202      4
333775,7394283      6
332841,7395723      2
333828,7394334      8
333366,7387193      2
323827,7390083      2
325693,7392132      9
332653,7395278      2
332389,7387216      4
332411,7387232      2
331928,7397761      2
333799,7394275      4
333109,7394063      2
326826,7382565      2
333771,7394157      4
333608,7394792      4
332937,7391334      2
333720,7394139      6
333221,7395283      2
333167,7394306      2
333363,7394253      2
333778,7394157      14
331179,7393030      2
335137,7395533      2
333892,7394341      2
331596,7396070      2
328720,7393980      2
333754,7394044      10
333801,7394281      2
333217,7394787      2
333448,7395109      2
333694,7394272      2
334541,7396773      2
333708,7394376      4
332834,7393463      10
333166,7394311      4
333711,7394121      4
330138,7396666      4
333555,7394164      2
333835,7394336      4
334378,7392887      4
333080,7394116      2
331362,7396629      2
334996,7394657      2
333648,7394266      4
327448,7390091      4
327916,7389563      2
326271,7392754      11
332972,7393810      2
333608,7394214      2
333451,7394242      2
333641,7394236      4
336124,7395082      2
332598,7391854      2
333268,7395373      2
333538,7394650      2
335266,7392758      2
333703,7394102      12
331250,7393125      2
332039,7392451      2
332309,7393513      4
331859,7392890      6
334105,7394252      4
333776,7394263      2
332846,7394632      3
335834,7390132      2
333998,7400739      2
332641,7393924      2
340032,7403203      1
336274,7402411      3
333445,7394028      10
331007,7395284      2
333445,7394048      2
323848,7387937      2
326430,7386643      6
333650,7393031      2
333712,7391735      2
333220,7393988      6
308835,7404013      2
332484,7391887      1
330556,7393741      4
326870,7393502      2
327621,7394178      2
333840,7394410      2
330778,7393939      2
333294,7393978      2
331293,7392849      2
333535,7394173      12
365749,7411810      2
333690,7397382      16
334601,7390430      6
324987,7384409      2
329026,7387001      1
334618,7390459      2
333529,7394078      2
329306,7390820      2
333465,7394086      2
333008,7393783      2
332850,7393546      2
325788,7395531      1
332607,7394289      3
327430,7394953      1
331823,7392606      8
333835,7392665      2
332313,7394301      2
330854,7388466      2
332718,7394827      16
343295,7396715      7
336514,7388843      2
332092,7394923      3
324954,7393953      2
335080,7394911      11
332304,7394395      4
332892,7394710      6
333033,7394913      2
332748,7395094      2
332040,7394855      2
345088,7382083      4
344873,7382446      2
344168,7383439      1
332772,7394159      7
334273,7393618      4
331731,7394958      2
332347,7393299      2
320863,7394125      3
323128,7391615      4
322114,7394100      2
331281,7393052      2
331590,7392780      2
332141,7394530      18
331839,7392768      2
332725,7395121      2
329268,7399831      4
329782,7402985      2
329722,7397224      10
332081,7393775      6
333028,7394383      1
333138,7394220      1
331895,7394729      4
332369,7394859      2
329936,7396633      2
331988,7394378      2
332695,7394424      2
332509,7394819      2
323908,7393298      2
331434,7394817      2
332468,7394518      2
332443,7395171      1
332535,7395035      1
332079,7394335      13
324035,7384047      4
331887,7394752      4
331908,7394599      5
326877,7397009      1
331939,7394535      1
328449,7390979      1
327179,7395338      2
321219,7384203      1
332673,7394360      4
332225,7392290      2
332427,7394060      2
332262,7394772      8
332464,7394523      2
325933,7398920      4
326655,7399967      2
332469,7393697      2
328525,7393847      2
329060,7393925      2
327955,7394800      2
332049,7394707      2
326368,7398720      2
328255,7392864      2
332564,7394415      4
332051,7396055      4
332059,7396073      2
332406,7394707      2
332033,7394667      6
331783,7391920      4
332104,7392181      2
331994,7394620      2
343611,7403587      2
332611,7394399      2
332612,7394047      2
332016,7394529      6
333951,7395354      4
334137,7395466      4
335082,7395499      2
332001,7394935      2
332241,7394615      4
329641,7388490      2
331375,7394268      2
331209,7394681      2
327712,7389437      4
327626,7389469      2
326676,7391954      3
330299,7393790      2
340295,7385043      2
337994,7389783      5
332622,7394859      2
322397,7380831      2
319124,7378930      1
326606,7384118      1
332588,7394787      6
327874,7389367      2
332783,7393208      8
332305,7394384      2
332812,7395207      2
332330,7394341      5
329845,7393741      2
332164,7391248      2
332700,7394247      2
330551,7393767      2
332387,7394655      2
330582,7394066      2
332612,7394124      2
328274,7390704      4
328622,7391040      2
332875,7394495      2
332729,7394087      2
332406,7394469      2
332810,7395365      2
332229,7394408      2
330868,7394815      2
332333,7394558      2
326974,7373787      5
332576,7394311      2
332385,7394466      2
330000,7390860      2
333153,7395298      1
332099,7394626      3
331822,7395305      2
331783,7395236      2
332478,7394627      4
332160,7386279      2
328443,7390097      4
332252,7394434      10
332351,7392844      2
332035,7394264      8
332000,7394604      2
333344,7396194      2
332640,7394148      6
333045,7389552      6
331524,7393141      4
329917,7389344      4
330197,7389054      2
332849,7394419      18
331466,7396043      2
332918,7393701      2
329938,7393794      4
331286,7395851      20
331907,7394681      8
332228,7394509      6
332300,7394200      4
332072,7394885      2
332474,7394449      16
329247,7394157      2
333165,7394580      2
332647,7394141      2
323953,7401680      2
332473,7394465      4
329594,7391701      2
333151,7394567      2
332418,7393835      14
332471,7394463      2
332947,7387961      2
332397,7394552      4
331132,7393207      2
332763,7394403      2
332636,7395059      8
332670,7395381      4
334855,7395660      2
331950,7395011      2
333012,7388850      2
340797,7396256      4
331986,7395447      2
328339,7387448      2
334782,7395664      2
332046,7395009      2
332004,7395233      2
329272,7395825      4
329243,7395813      2
332284,7395033      10
332093,7395696      2
328014,7392955      2
339536,7407745      2
332581,7395494      2
332385,7394887      4
332276,7395196      2
331977,7395749      4
331956,7394842      2
332669,7395380      8
332477,7395136      4
331770,7388479      2
331950,7395596      2
327059,7397026      4
327048,7397355      2
331010,7394164      2
329556,7393877      6
331958,7395102      4
332557,7394994      8
332561,7395014      4
331953,7395619      2
332501,7395048      4
332485,7395034      2
332464,7395524      6
332423,7395478      2
332341,7396718      6
331893,7395152      6
335655,7396694      2
332514,7391403      6
332447,7390381      2
332156,7395072      30
332863,7395738      4
332900,7395619      2
332159,7395099      16
332486,7394519      4
331871,7394408      2
332066,7395402      6
332054,7393041      2
332270,7395540      2
333788,7397847      2
332045,7395351      2
327612,7396138      2
332172,7394934      2
331630,7396546      2
331878,7395310      2
332087,7395309      2
331929,7394979      2
331323,7394217      2
331894,7395566      2
332493,7395422      2
332017,7395430      2
326940,7392153      4
332306,7395017      2
328460,7392941      2
332064,7395254      2
333229,7394643      4
331979,7395539      4
331864,7395004      2
331189,7389611      2
332335,7395659      1
332172,7395421      2
339937,7384168      2
339829,7388074      2
332229,7395186      2
333755,7391448      2
332130,7395417      14
332894,7395963      10
331468,7395566      6
330723,7396907      2
331974,7395539      2
352886,7401289      2
341293,7394908      2
338936,7395657      4
332183,7395574      4
332300,7395494      4
332366,7395224      2
333277,7396017      4
333274,7395968      2
332297,7395059      10
333251,7394528      4
333185,7394415      2
328040,7392901      2
326410,7397430      2
332316,7395112      2
333089,7395191      2
332935,7394943      2
330707,7396355      2
329520,7391654      2
330606,7393669      6
332311,7395135      4
333238,7391365      2
332304,7395026      2
338028,7382070      2
332160,7395100      5
333033,7392601      2
332317,7394965      6
333196,7395354      6
332768,7395807      6
332599,7396169      6
334756,7396002      4
331494,7394808      2
332463,7396196      2
331721,7395844      6
333246,7396196      2
333623,7394725      2
333157,7395578      6
333124,7395571      2
332662,7396057      8
333683,7394684      6
338112,7394492      4
332452,7395584      4
328938,7390496      2
332738,7395569      20
332889,7395663      4
332898,7395650      8
330331,7394167      4
332345,7395791      2
334572,7395174      2
332537,7395730      2
332577,7395860      2
332779,7396278      2
336027,7396050      4
332465,7395576      4
332495,7395565      4
332569,7395677      4
332662,7383932      4
332656,7396181      6
331348,7396678      2
332567,7396138      8
332127,7393008      2
332859,7395705      2
332183,7393905      2
319355,7395619      2
332371,7395923      2
324139,7383005      2
332820,7396267      2
332494,7395699      2
334514,7396710      4
332418,7395903      12
331533,7392079      2
330893,7396748      2
332606,7396168      2
335706,7402914      2
332468,7395681      10
333483,7396958      12
